  PSU201604781 ;  11/12/2016 2:54 AM ;  11/12/2016 2:54 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Pinchot Hall ;  Closed  ;
  PSU201604674 ;  11/06/2016 1:40 AM to 1:47 AM ;  11/06/2016 1:47 AM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Holmes Hall ;  Inactive  ;
  PSU201604675 ;  11/06/2016 1:26 AM to 2:15 AM ;  11/06/2016 1:26 AM ;  Student requested assistance with an administrative matter ;  Harassment/RFA-Request for Assistance ;  Simmons Hall ;  Inactive  ;
  PSU201604673 ;  11/06/2016 12:15 AM to 12:28 AM ;  11/06/2016 12:28 AM ;  Officer observed visitor engaged in disorderly behavior ;  Agg Assault-Other Dangerous Weapon/Recklessly Endangering/Resisting Arrest/Disorderly Conduct/Reckless Driving/Obedience To Authorized Persons Directing Traffic ;  Football 20 Lot ;  Cleared by Arrest ;  Charges/Citations:  Becker,Fredrick Phillip (Resident) of 516 West Dr  Boalsburg, PA was charged with:;Aggravated Assault;Resisting Arrest;Recklessly Endangering;Disorderly Conduct;Reckless Driving;Obedience To Authorized Persons Directing Traffic  ;
  PSU201604672 ;  11/05/2016 7:30 PM to 11:30 PM ;  11/06/2016 12:25 AM ;  Visitor reported the theft of their unsecured personal property ;  Theft/Over $200/From Motor Vehicle ;  Football 12 Lot ;  Inactive  ;
  PSU201604671 ;  11/06/2016 12:08 AM ;  11/06/2016 12:08 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Football 19 Lot ;  Closed  ;
  PSU201604670 ;  11/05/2016 7:30 PM to 11:30 PM ;  11/06/2016 12:04 AM ;  Visitors reported the theft of their unsecured personal property ;  Theft/Over $200/From Motor Vehicle ;  Football 12 Lot ;  Open  ;
  PSU201604669 ;  11/05/2016 7:00 PM to 11/06/2016 12:03 AM ;  11/06/2016 12:03 AM ;  Visitor reported the theft of personal property from an unsecured private vehicle ;  Theft/$50-$200/Other ;  Football 12 Lot ;  Open  ;
  PSU201604668 ;  11/05/2016 4:30 PM to 4:45 PM ;  11/05/2016 11:54 PM ;  Visitor reported being harassed ;  Harassment ;  Beaver Stadium ;  Inactive  ;
  PSU201604666 ;  11/05/2016 11:25 PM to 11:35 PM ;  11/05/2016 11:30 PM ;  Visitor observed highly intoxicated and transported to the hospital ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Porter Rd & Curtin Rd ;  Cleared by Arrest  ;
  PSU201604667 ;  11/05/2016 11:22 PM to 11:49 PM ;  11/05/2016 11:22 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Thompson Hall ;  Closed  ;
  PSU201604665 ;  11/05/2016 10:10 PM to 11:07 PM ;  11/05/2016 11:06 PM ;  Underage student observed highly intoxicated an transported to hospital ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Open  ;
  PSU201604664 ;  11/05/2016 10:20 PM to 10:42 PM ;  11/05/2016 10:21 PM ;  Student reported a University policy violation ;  PSU-Rules and Regulations ;  Pattee Library Bldg ;  Closed  ;
  PSU201604663 ;  11/05/2016 9:59 PM to 10:30 PM ;  11/05/2016 9:59 PM ;  Assisted an outside law enforcement agency with an investigation ;  Assist Other Law Enforcement Agency ;  Beaver Stadium ;  Open  ;
  PSU201604662 ;  11/05/2016 9:39 PM to 10:21 PM ;  11/05/2016 9:39 PM ;  Underage students found in possession of alcoholic beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev/PSU-Rules and Regulations ;  East Parking Deck ;  Cleared by Arrest ;  Charges/Citations:  Donnelly,Justin Michael (Student) of 725 Evans Rd  Springfield, PA was charged with:;  Mandell,Antonio Brian (Student) of 315 S Park Way 111D Broomall, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604661 ;  11/05/2016 9:00 PM to 9:30 PM ;  11/05/2016 9:33 PM ;  Officer observed a highly intoxicated visitor trespassing inside a restricted area ;  Public Drunkenness/Criminal Trespass ;  Physical Plant Bldg ;  Open  ;
  PSU201604660 ;  11/05/2016 9:32 PM ;  11/05/2016 9:32 PM ;  Officer reported a grass fire ;  Health and Safety/PSU-Rules and Regulations/RFA-Request for Assistance ;  Football 26 Lot ;  Closed  ;
  PSU201604659 ;  11/05/2016 9:00 PM to 9:30 PM ;  11/05/2016 9:12 PM ;  Employee reported the theft of visitor's unattended personal property ;  Theft/Under $50/Other/Receiving Stolen Property/Pur,Cons,Poss, Trans Intox Bev ;  Red 44 Lot ;  Open  ;
  PSU201604657 ;  11/05/2016 9:00 AM to 11:30 PM ;  11/05/2016 9:03 PM ;  Penn State Bomb Squad provided counter IED support for the PSU vs. Iowa football game ;  Suspicious Activity - Other/Specialist Call Out Other ;  Beaver Stadium ;  Closed  ;
  PSU201604658 ;  11/05/2016 9:03 PM ;  11/05/2016 9:03 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Pennypacker Hall ;  Inactive  ;
  PSU201604656 ;  11/05/2016 8:50 PM to 9:02 PM ;  11/05/2016 9:02 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Geary Hall ;  Inactive  ;
  PSU201604655 ;  11/05/2016 8:58 PM to 9:20 PM ;  11/05/2016 8:58 PM ;  Underage student observed highly intoxicated and transported to the hospital ;  Carrying False Id Card-Minor/Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Cleared by Arrest ;  Charges/Citations:  Montealegre,Eduardo Antonio (Student) of 800 Mts Al Sur  Managua,  was charged with:;Carrying False Id Card-Minor  ;
  PSU201604654 ;  11/05/2016 8:46 PM ;  11/05/2016 8:46 PM ;  Student found in possession of alcoholic beverages being less than 21 years of age ;  Theft/Under $50/Other/Pur,Cons,Poss, Trans Intox Bev ;  Football 12 Lot ;  Cleared by Arrest ;  Charges/Citations:  Tyrell,Colin Eugene (Student) of 704 Pondview Dr  Audubon, PA was charged with:;  Varano,Trevor (Visitor) of 702 Pondview Dr  Audubon, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604652 ;  11/05/2016 8:45 PM to 9:30 PM ;  11/05/2016 8:45 PM ;  Student observed highly intoxicated ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Orchard Rd ;  Open  ;
  PSU201604653 ;  11/05/2016 8:45 PM ;  11/05/2016 8:45 PM ;  Visitor reported disorderly persons ;  Disorderly Conduct - Domestic Disorder ;  Blue 83 Lot E ;  Inactive  ;
  PSU201604651 ;  11/05/2016 8:44 PM to 8:45 PM ;  11/05/2016 8:44 PM ;  Student observed highly intoxicated ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Cleared by Arrest  ;
  PSU201604648 ;  11/05/2016 8:38 PM to 8:55 PM ;  11/05/2016 8:39 PM ;  Student observed highly intoxicated and transported to the hospital ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Cleared by Arrest  ;
  PSU201604650 ;  11/05/2016 8:20 PM to 8:39 PM ;  11/05/2016 8:20 PM ;  Visitor observed highly intoxicated and transported to the hospital ;  Public Drunkenness ;  Football 12 Lot ;  Open  ;
  PSU201604649 ;  11/05/2016 8:09 PM to 8:18 PM ;  11/05/2016 8:09 PM ;  Underage student observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  E Park Ave & Stadium West Rd ;  Cleared by Arrest  ;
  PSU201604646 ;  11/05/2016 7:00 PM to 7:55 PM ;  11/05/2016 7:55 PM ;  Visitor reported the theft of their unsecured personal property ;  Theft Of Property Lost Etc. ;  Beaver Stadium ;  Inactive  ;
  PSU201604645 ;  11/05/2016 7:54 PM to 8:07 PM ;  11/05/2016 7:54 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Park Ave ;  Closed  ;
  PSU201604644 ;  11/05/2016 7:53 PM ;  11/05/2016 7:53 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety ;  Porter North Lot ;  Open  ;
  PSU201604643 ;  11/05/2016 7:50 PM to 8:16 PM ;  11/05/2016 7:52 PM ;  Visitor observed highly intoxicated and transported to the hospital ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Open  ;
  PSU201604641 ;  11/05/2016 7:46 PM ;  11/05/2016 7:46 PM ;  Incident issued in error ;  CAD Error-Incident Numbering Error ;  Medlar Fld ;  Closed  ;
  PSU201604647 ;  11/05/2016 7:45 PM to 8:20 PM ;  11/05/2016 7:45 PM ;  Visitor found in possession of alcohol beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev ;  Football 12 Lot ;  Cleared by Arrest-Juvenile  ;
  PSU201604640 ;  11/05/2016 7:45 PM ;  11/05/2016 7:45 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Football 25 Lot ;  Closed  ;
  PSU201604642 ;  11/05/2016 7:39 PM to 7:51 PM ;  11/05/2016 7:39 PM ;  Underage student consumed alcoholic beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev ;  Beaver Stadium ;  Cleared by Arrest ;  Charges/Citations:  Schubert,Austin James (Student) of 315 Foxcroft Ln  Robesonia, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604639 ;  11/05/2016 7:30 PM to 7:55 PM ;  11/05/2016 7:31 PM ;  Student consumed alcoholic beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev ;  Football 12 Lot ;  Cleared by Arrest ;  Charges/Citations:  Saam,Byrum Robert (Student) of 322 Grays Ln  Haverford, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604638 ;  11/05/2016 7:28 PM to 7:45 PM ;  11/05/2016 7:29 PM ;  Underage student observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Cleared by Arrest  ;
  PSU201604636 ;  11/05/2016 7:26 PM ;  11/05/2016 7:26 PM ;  Visitor found in possession and consumed alcoholic beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev ;  Football 12 Lot ;  Cleared by Arrest ;  Charges/Citations:  Hughes,Liam P (Visitor) of 72 Brooks Rd  Moorestown, NJ was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604635 ;  11/05/2016 4:20 PM ;  11/05/2016 7:01 PM ;  Student reported a person trespassing inside a residence hall room ;  Criminal Attempt/Burglary/Criminal Trespass/Suspicious Activity - Persons ;  Hartranft Hall ;  Open  ;
  PSU201604637 ;  11/05/2016 6:45 PM to 7:45 PM ;  11/05/2016 7:00 PM ;  Visitor observed highly intoxicated and transported to the hospital ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Football 19 Lot ;  Cleared by Arrest  ;
  PSU201604634 ;  11/05/2016 6:55 PM to 7:25 PM ;  11/05/2016 6:55 PM ;  Visitor observed highly intoxicated and transported to the hospital ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Football 19 Lot ;  Cleared by Arrest  ;
  PSU201604633 ;  11/05/2016 6:39 PM ;  11/05/2016 6:39 PM ;  Student consumed alcoholic beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev/Disorderly Conduct - Urinating In Public ;  Football 12 Lot ;  Cleared by Arrest ;  Charges/Citations:  Young,Joseph Steven (Student) of 624 E 10Th St  Nothampton, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604632 ;  11/05/2016 2:30 PM to 6:31 PM ;  11/05/2016 6:31 PM ;  Employee reported damage to University property ;  Criminal Mischief - Buildings ;  Shunk Hall ;  Open  ;
  PSU201604631 ;  11/05/2016 6:13 PM ;  11/05/2016 6:14 PM ;  Student reported being physically assaulted by a known person ;  Simple Assault/Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Harassment/Health and Safety/RFA-Request for Assistance ;  Millennium Science Complex Bldg ;  Open  ;
  PSU201604630 ;  11/05/2016 6:00 PM to 7:00 PM ;  11/05/2016 6:13 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Closed  ;
  PSU201604629 ;  11/05/2016 6:06 PM ;  11/05/2016 6:06 PM ;  Student observed highly intoxicated and transported to the hospital ;  Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Services Rd ;  Open  ;
  PSU201604628 ;  11/05/2016 5:30 PM to 5:35 PM ;  11/05/2016 5:40 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Football 12 Lot ;  Closed  ;
  PSU201604627 ;  11/05/2016 5:30 PM to 6:00 PM ;  11/05/2016 5:33 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Hibbs Hall ;  Closed  ;
  PSU201604626 ;  11/05/2016 5:29 PM ;  11/05/2016 5:29 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Beaver Stadium ;  Open  ;
  PSU201604625 ;  11/03/2016 12:15 PM ;  11/05/2016 4:43 PM ;  Visitor reported a concern for another person ;  Endangering Welfare Of Child/Health and Safety ;  Schultz Child Care Center Bldg ;  Inactive  ;
  PSU201604624 ;  11/05/2016 3:00 PM to 11/06/2016 10:08 AM ;  11/05/2016 3:18 PM ;  Visitor reported damage to their personal property ;  RFA-Request for Assistance ;  Football 21 Lot ;  Open  ;
  PSU201604623 ;  11/05/2016 2:55 PM to 3:10 PM ;  11/05/2016 2:56 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Eisenhower Rd ;  Closed  ;
  PSU201604622 ;  11/05/2016 2:24 PM to 2:40 PM ;  11/05/2016 2:24 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Wolf Hall ;  Inactive  ;
  PSU201604621 ;  11/05/2016 2:11 PM to 6:20 PM ;  11/05/2016 2:11 PM ;  Employee reported the theft of University property from a secured University building ;  Burglary/No Force-Nonres-Day/Theft of Services/Criminal Trespass ;  Agricultural Arena Bldg ;  Open  ;
  PSU201604620 ;  11/04/2016 4:30 PM to 11/05/2016 1:15 PM ;  11/05/2016 1:24 PM ;  Employee reported damage to University property ;  Criminal Mischief - Buildings ;  McElwain Hall ;  Inactive  ;
  PSU201604619 ;  11/05/2016 8:00 AM to 12:45 PM ;  11/05/2016 12:51 PM ;  Employee reported damage to their privately owned vehicle ;  Criminal Mischief - Vehicles ;  Pegula Ice Arena Bldg ;  Inactive  ;
  PSU201604618 ;  11/05/2016 12:27 PM to 12:47 PM ;  11/05/2016 12:27 PM ;  Assisted the fire department with a reported fire alarm activation ;  Fire Alarms - Intentional/RFA-Request for Assistance ;  Patterson Hall ;  Closed  ;
  PSU201604617 ;  11/05/2016 12:18 PM ;  11/05/2016 12:18 PM ;  Visitor reported a two vehicle crash with no injuries ;  Vehicle Code - Accident ;  Bigler Rd & Mckean Rd ;  Closed  ;
  PSU201604616 ;  11/05/2016 12:00 PM to 12:35 PM ;  11/05/2016 12:05 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Beam Hall ;  Inactive  ;
  PSU201604615 ;  11/05/2016 11:30 AM to 12:02 PM ;  11/05/2016 12:02 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Brown Lot ;  Closed  ;
  PSU201604614 ;  11/05/2016 5:15 AM to 5:55 AM ;  11/05/2016 5:26 AM ;  Student observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Hub Robeson Cultural Center Bldg ;  Cleared by Arrest ;  Charges/Citations:  Dudkin,Kirill (Student) of 17 Pechenezhskaya St, Rostov Region  Rostov-On-Don, XX was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604613 ;  11/05/2016 2:46 AM to 3:12 AM ;  11/05/2016 2:46 AM ;  Student observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Health and Safety/RFA-Request for Assistance ;  Mifflin Hall ;  Cleared by Arrest-Juvenile  ;
  PSU201604611 ;  11/05/2016 2:00 AM to 2:20 AM ;  11/05/2016 2:27 AM ;  Student reported being physically assaulted by an unknown person ;  Simple Assault/Disorderly Conduct - Fighting/Harassment/Health and Safety/RFA-Request for Assistance ;  Mifflin Rd ;  Open  ;
  PSU201604612 ;  11/05/2016 2:20 AM to 2:27 AM ;  11/05/2016 2:27 AM ;  Identified occupants in possession of marijuana and drug paraphernalia ;  Resisting Arrest/Possession of Small Amount of Marijuana/Pur,Cons,Poss, Trans Intox Bev/Health and Safety/RFA-Request for Assistance ;  Packer Hall ;  Open  ;
  PSU201604609 ;  11/05/2016 2:20 AM to 2:23 AM ;  11/05/2016 2:23 AM ;  Underage student observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Mifflin Rd ;  Cleared by Arrest ;  Charges/Citations:  Lane,Adam Stephen (Student) of 6302 Doe Cir  Trafford, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604610 ;  11/05/2016 2:18 AM to 2:36 AM ;  11/05/2016 2:18 AM ;  Student reported a concern for another student ;  Health and Safety ;  Pinchot Hall ;  Closed  ;
  PSU201604608 ;  11/05/2016 1:57 AM to 2:05 AM ;  11/05/2016 2:00 AM ;  Student consumed alcoholic beverages being less than 21 years of age ;  Pur,Cons,Poss, Trans Intox Bev/Disorderly Conduct - Urinating In Public ;  Curtin Rd & Bigler Rd ;  Cleared by Arrest-Juvenile  ;
  PSU201604607 ;  11/05/2016 1:28 AM to 1:45 AM ;  11/05/2016 1:36 AM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Hastings Hall ;  Inactive  ;
  PSU201604606 ;  11/05/2016 1:29 AM to 1:40 AM ;  11/05/2016 1:31 AM ;  Employee reported a traffic concern regarding a vehicle ;  Vehicle Code - Incident/Health and Safety/Suspicious Activity - Persons/Period For Requiring Lighted Lamps ;  Elm Rd & Bigler Rd ;  Closed  ;
  PSU201604605 ;  11/05/2016 1:00 AM to 1:30 AM ;  11/05/2016 1:30 AM ;  Underage student observed highly intoxicated ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  N Burrowes Rd ;  Cleared by Arrest ;  Charges/Citations:  Young,Taylor Ann (Student) of 2149 Woodglen Rd  Pottsville, PA was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604604 ;  11/05/2016 1:12 AM to 1:18 AM ;  11/05/2016 1:18 AM ;  Underage visitor observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Bank America Career Services Bldg ;  Open  ;
  PSU201604603 ;  11/05/2016 12:45 AM to 1:05 AM ;  11/05/2016 12:50 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Willard Bldg ;  Closed  ;
  PSU201604602 ;  11/04/2016 11:45 PM to 11:50 PM ;  11/04/2016 11:50 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Simmons Hall ;  Inactive  ;
  PSU201604601 ;  11/04/2016 11:00 PM to 11:23 PM ;  11/04/2016 11:10 PM ;  Visitor reported disorderly persons ;  Disorderly Conduct - Loud Voices ;  Football 19 Lot ;  Inactive  ;
  PSU201604600 ;  11/04/2016 11:00 PM to 11/05/2016 11:04 PM ;  11/04/2016 11:05 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Stone Hall ;  Closed  ;
  PSU201604599 ;  11/04/2016 10:00 PM to 10:45 PM ;  11/04/2016 10:52 PM ;  Student reported damage to University property ;  Criminal Mischief - Buildings ;  Geary Hall ;  Cleared by Arrest ;  Charges/Citations:  Kulka,Kyle Christian (Visitor) of 6 Mader Dr  Warren, PA was charged with:;Criminal Mischief - Buildings  ;
  PSU201604598 ;  11/04/2016 8:30 PM to 11:15 PM ;  11/04/2016 10:06 PM ;  Staff provided security for the SPA HUB concert event ;  Community Education Report ;  Hub Robeson Cultural Center Bldg ;  Closed  ;
  PSU201604596 ;  11/04/2016 9:55 PM to 9:57 PM ;  11/04/2016 9:57 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Curtin Hall ;  Inactive  ;
  PSU201604597 ;  11/04/2016 9:50 PM to 9:57 PM ;  11/04/2016 9:57 PM ;  Underage student observed highly intoxicated and transported to the hospital ;  Pur,Cons,Poss, Trans Intox Bev/Health and Safety/RFA-Request for Assistance ;  Ritner Hall ;  Open  ;
  PSU201604595 ;  11/04/2016 8:40 PM to 8:55 PM ;  11/04/2016 8:55 PM ;  Resident Assistant reported the odor of marijuana, origin not located ;  Possession of Small Amount of Marijuana ;  Brumbaugh Hall ;  Inactive  ;
  PSU201604594 ;  11/04/2016 8:10 PM to 9:45 PM ;  11/04/2016 8:36 PM ;  Employee  reported a pedestrian and vehicle crash with injuries ;  Vehicle Code - Accident/Health and Safety/RFA-Request for Assistance ;  Football 19 Lot ;  Open  ;
  PSU201604593 ;  11/04/2016 7:40 PM to 7:45 PM ;  11/04/2016 7:46 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  White Bldg ;  Closed  ;
  PSU201604592 ;  11/04/2016 7:00 PM to 7:38 PM ;  11/04/2016 7:01 PM ;  Conducted security checks prior to PSU vs Iowa University football game ;  RFA-Request for Assistance/Specialist Call Out Canine ;  Beaver Stadium ;  Open  ;
  PSU201604591 ;  11/04/2016 5:00 PM to 8:55 PM ;  11/04/2016 5:13 PM ;  Staff provided traffic control and security for the Penn State Men's Basketball game ;  Community Education Report ;  Bryce Jordan Center Bldg ;  Closed  ;
  PSU201604590 ;  11/04/2016 4:30 PM to 10:18 PM ;  11/04/2016 4:37 PM ;  Provided security and traffic control for the PSU Men's Hockey game versus Niagara University ;  Community Education Report ;  Pegula Ice Arena Bldg ;  Closed  ;
  PSU201604589 ;  08/19/2016 12:00 AM to 11/04/2016 4:00 PM ;  11/04/2016 4:34 PM ;  Assisted an outside agency with an investigation ;  Assist State College Police ;  E Prospect Ave ;  Closed  ;
  PSU201604588 ;  11/03/2016 4:45 PM to 6:00 PM ;  11/04/2016 4:28 PM ;  Student reported a hit and run vehicle crash ;  Vehicle Code - Accident (Hit&Run) ;  Yellow H Shields Lot ;  Closed  ;
  PSU201604587 ;  11/04/2016 4:26 PM to 4:27 PM ;  11/04/2016 4:27 PM ;  Students stopped for University policy violation regarding skateboarding ;  PSU-Rules and Regulations ;  Jordan Hall ;  Closed  ;
  PSU201604586 ;  11/04/2016 4:21 PM ;  11/04/2016 4:21 PM ;  Employee reported a two vehicle traffic crash with no injuries ;  Vehicle Code - Accident ;  East Parking Deck ;  Open  ;
  PSU201604585 ;  11/04/2016 3:57 PM ;  11/04/2016 3:57 PM ;  Visitor reported a two vehicle crash with no injuries ;  Vehicle Code - Accident ;  Stadium West ;  Open  ;
  PSU201604584 ;  11/04/2016 3:38 PM ;  11/04/2016 3:40 PM ;  Officer conducted a security inspection ;  RFA-Request for Assistance/Specialist Call Out Canine ;  Penn Stater Conf Centr Hotel Bldg ;  Closed  ;
  PSU201604583 ;  11/04/2016 3:35 PM ;  11/04/2016 3:35 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Willard Bldg ;  Closed  ;
  PSU201604582 ;  11/04/2016 3:23 PM ;  11/04/2016 3:23 PM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/Health and Safety/RFA-Request for Assistance ;  Student Health Center Bldg ;  Open  ;
  PSU201604581 ;  11/04/2016 2:26 PM ;  11/04/2016 2:26 PM ;  Employee reported the reckless operation of vehicle ;  Vehicle Code - Incident/Stop Signs And Yield Signs ;  Bigler Rd & Curtin Rd ;  Open  ;
  PSU201604580 ;  11/04/2016 1:33 PM to 1:34 PM ;  11/04/2016 1:34 PM ;  Student stopped for University policy violation regarding skateboarding ;  PSU-Rules and Regulations ;  Headhouse 1 Bldg ;  Closed  ;
  PSU201604579 ;  11/04/2016 10:45 AM to 10:50 AM ;  11/04/2016 12:38 PM ;  Anonymous report of a traffic concern regarding a vehicle ;  Vehicle Code - Incident/Reckless Driving ;  Stadium West Lot ;  Closed  ;
  PSU201604578 ;  11/04/2016 11:19 AM to 11:20 AM ;  11/04/2016 11:20 AM ;  Student stopped for University policy violation regarding skateboarding ;  PSU-Rules and Regulations ;  Hub Robeson Cultural Center Bldg ;  Closed  ;
  PSU201604577 ;  11/04/2016 11:17 AM to 11:18 AM ;  11/04/2016 11:18 AM ;  Student stopped for University policy violation regarding skateboarding ;  PSU-Rules and Regulations ;  Old Main ;  Closed  ;
  PSU201604576 ;  11/04/2016 10:33 AM ;  11/04/2016 10:33 AM ;  Student stopped for University policy violation regarding skateboarding ;  PSU-Rules and Regulations ;  Schwab Auditorium Bldg ;  Closed  ;
  PSU201604575 ;  11/04/2016 10:02 AM ;  11/04/2016 10:02 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Forest Resources Bldg ;  Closed  ;
  PSU201604574 ;  10/25/2016 2:25 PM to 4:30 PM ;  11/04/2016 9:47 AM ;  Employee reported the theft of personal property from an unsecured residence hall ;  Burglary/No Force-Res-Day/Theft Of Property Lost Etc./Criminal Mischief - Other ;  McElwain Hall ;  Inactive  ;
  PSU201604573 ;  11/03/2016 4:30 PM to 11/04/2016 9:00 AM ;  11/04/2016 9:17 AM ;  Employee reported damage to University property ;  Criminal Mischief - Signs ;  McElwain Hall ;  Inactive  ;
  PSU201604572 ;  11/04/2016 7:47 AM to 7:49 AM ;  11/04/2016 7:49 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  E Park Ave & Porter Rd ;  Closed  ;
  PSU201604571 ;  11/04/2016 3:45 AM ;  11/04/2016 3:50 AM ;  Employee reported suspicious persons ;  Suspicious Activity - Persons ;  Atherton Hall ;  Closed  ;
  PSU201604570 ;  11/04/2016 3:00 AM to 3:30 AM ;  11/04/2016 3:12 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Bernreuter Hall ;  Open  ;
  PSU201604569 ;  11/04/2016 1:30 AM to 1:56 AM ;  11/04/2016 1:56 AM ;  Underage student observed highly intoxicated ;  Pur,Cons,Poss, Trans Intox Bev/Public Drunkenness/Health and Safety/RFA-Request for Assistance ;  Findlay Cmns ;  Cleared by Arrest ;  Charges/Citations:  Hollis,Brooke E (Student) of 160 Claddaugh Ln  Chestertown, OH was charged with:;Pur,Cons,Poss, Trans Intox Bev  ;
  PSU201604568 ;  11/04/2016 1:22 AM ;  11/04/2016 1:22 AM ;  Assisted the ambulance with a medical emergency ;  Health and Safety/RFA-Request for Assistance ;  Beam Hall ;  Closed  ;
